  0.00    0.05    0.08    0.25    0.15    0.04    0.13    0.04    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.16   47.93   50.66   48.61   49.30   44.29   40.68   57.33   66.73   73.22   71.01   81.03   87.07   91.75   92.45   90.92   88.54   86.98   84.00   76.59   55.89   67.65   69.31   63.17   63.92  
 66.43   74.93   83.36   71.68   72.13   63.84   63.13   73.18   66.32   44.90   20.60   20.02   50.78   75.45   82.59   89.12   91.35   89.10   83.20   76.06   71.72   70.31   67.92   65.55   63.65  
  0.00    0.02    0.01    0.01    0.05    0.10    0.23    0.31    0.15    0.06    0.03    0.02    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.08   48.15   49.73   47.36   45.07   42.51   38.07   51.26   59.97   69.29   67.49   69.63   69.86   71.52   86.11   94.28   89.13   84.87   82.38   73.35   45.37   40.30   61.04   59.81   67.32  
 40.28   44.34   47.56   66.06   81.19   96.24   99.21   99.09   99.39   99.55   98.74   97.78   97.48   97.52   97.60   95.67   90.52   86.41   81.30   64.34   42.04   39.98   50.80   60.69   62.89  
  0.00    0.01    0.00    0.00    0.06    0.27    0.20    0.03    0.05    0.04    0.02    0.01    0.01    0.02    0.04    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 69.68   66.20   67.72   66.10   57.32   68.08   81.45   80.33   82.49   88.94   94.38   95.69   98.05   98.12   89.30   78.67   68.43   63.33   63.80   54.97   49.13   64.50   63.61   60.12   64.57  
 51.36   55.90   66.54   82.34   98.57   99.42   99.82   99.85   99.39   99.24   98.85   97.50   94.32   89.32   84.88   81.71   79.99   78.47   76.32   74.10   71.57   68.98   66.44   64.80   62.58  
  0.00    0.09    0.05    0.19    0.06    0.06    0.20    0.20    0.05    0.01    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 64.69   73.84   83.18   81.70   77.83   68.58   71.74   85.65   75.30   45.84   27.82   31.68   64.23   86.17   93.17   92.97   89.72   85.10   78.75   74.90   70.92   68.39   68.15   66.50   64.54  
 51.78   52.44   58.65   74.63   87.30   91.39   94.80   96.77   95.97   82.70   72.73   63.96   72.99   80.92   86.55   88.64   87.21   78.05   73.18   71.73   69.78   68.24   67.33   65.76   64.34  
  0.00    0.03    0.01    0.04    0.24    0.18    0.18    0.08    0.03    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.18   70.22   68.83   70.54   69.35   70.12   77.83   95.02   99.23   98.94   98.45   97.55   96.08   93.80   89.45   87.62   84.71   81.88   79.83   77.12   74.40   71.93   67.50   64.43   64.05  
 36.61   43.09   49.41   49.43   69.88   95.44   95.52   84.86   80.82   83.66   88.49   91.28   91.32   90.12   87.85   85.81   84.88   83.67   80.61   76.67   72.89   70.17   67.25   64.83   62.68  
  0.01    0.21    0.38    0.52    0.54    0.58    0.48    0.31    0.26    0.06    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.50   59.67   64.30   65.37   58.01   45.93   62.85   99.52   97.52   97.94   99.99   95.82   86.33   88.90   90.30   85.77   79.78   76.57   71.60   69.68   38.00   25.08   29.63   40.92   41.46  
 48.01   49.63   59.48   69.38   82.79   96.45   99.38   98.71   98.39   97.99   98.56   98.76   98.75   97.90   94.71   89.61   82.40   78.12   76.91   74.94   72.00   69.31   66.11   65.20   64.71  
  0.00    0.01    0.00    0.01    0.00    0.01    0.15    0.02    0.01    0.02    0.01    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.27   47.78   51.28   49.33   50.77   43.40   43.78   62.80   70.07   73.42   75.64   88.78   94.31   96.38   94.46   90.50   88.27   87.09   83.01   77.31   70.35   64.65   57.15   64.62   65.26  
 43.71   47.11   50.69   69.13   82.80   92.23   97.34   92.68   96.97   98.73   98.42   97.35   96.63   96.02   94.57   96.04   95.04   86.80   67.44   47.02   48.25   56.31   59.19   60.70   63.07  
  0.00    0.04    0.07    0.17    0.24    0.38    0.55    0.68    0.76    0.78    0.49    0.18    0.05    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.58   48.70   52.30   50.50   50.85   43.08   44.46   63.75   72.01   73.85   77.91   90.70   96.00   97.38   94.42   90.12   88.33   86.38   81.65   76.28   60.11   48.33   52.35   64.55   66.67  
 47.53   48.70   53.78   65.65   75.10   85.52   95.73   95.43   97.64   97.24   94.77   87.30   82.20   80.08   82.84   84.91   86.46   86.27   80.62   73.90   70.67   68.36   66.77   66.25   64.97  
  0.00    0.25    0.51    0.60    0.06    0.03    0.03    0.02    0.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.44   63.18   63.42   68.36   63.53   55.58   58.47   94.83   92.59   94.27   98.73   96.94   95.03   91.85   90.74   86.31   78.61   74.24   72.52   57.62   25.92   33.33   47.75   54.82   50.99  
 51.61   56.64   67.00   83.92   98.16   97.66   99.31   99.12   99.08   99.30   99.14   98.78   98.13   95.75   91.07   87.64   85.65   83.41   79.88   76.02   72.76   70.33   67.80   65.90   63.95  
  0.00    0.12    0.29    0.03    0.01    0.01    0.02    0.05    0.22    0.05    0.02    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.02   53.66   57.60   56.35   51.42   43.16   42.25   79.80   86.47   86.53   95.13   97.56   96.40   93.99   91.53   89.49   88.21   84.73   77.36   60.67   41.95   35.22   34.55   46.80   64.48  
 67.11   76.80   88.84   98.81   99.13   99.54   98.70   99.12   99.79   97.84   95.61   92.60   89.77   87.32   85.18   83.55   82.36   80.85   78.81   76.12   73.18   70.64   68.33   66.29   64.51  
  0.00    0.04    0.05    0.24    0.30    0.24    0.29    0.20    0.09    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 36.72   42.92   50.14   46.88   67.60   94.05   88.03   73.53   73.99   83.14   92.33   95.54   92.05   86.47   83.05   82.18   81.66   80.32   77.59   73.74   71.57   69.54   65.96   64.80   66.03  
 67.79   74.54   88.05   94.92   97.04   98.56   99.02   99.65   99.84   98.57   97.70   96.75   95.56   94.80   93.47   91.54   89.32   86.50   82.22   77.86   74.13   71.52   68.53   66.34   64.56  
  0.00    0.01    0.00    0.00    0.01    0.02    0.07    0.17    0.30    0.26    0.08    0.03    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.37   54.49   58.23   56.92   52.20   43.57   50.59   95.21   90.37   91.12   97.57   97.95   96.88   94.85   90.90   87.91   85.80   80.61   71.94   64.75   43.47   29.38   30.44   43.57   62.54  
 54.25   57.73   70.30   86.12   93.67   97.65   97.00   78.71   61.23   53.88   56.18   66.60   80.02   86.79   89.79   90.82   89.43   79.52   70.09   72.14   69.81   68.28   68.01   65.74   62.63  
  0.00    0.06    0.11    0.21    0.26    0.34    0.41    0.45    0.48    0.45    0.24    0.08    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 54.17   57.58   73.18   88.51   95.75   96.93   84.88   73.35   76.76   59.17   39.32   41.67   53.35   75.22   85.40   87.06   86.68   83.74   78.29   74.24   70.71   68.00   67.61   66.52   64.34  
 48.46   51.80   61.45   75.42   88.51   98.74   99.96   99.70   99.52   98.96   98.76   97.20   95.04   92.29   86.47   79.04   75.31   73.83   72.85   71.53   69.71   67.55   64.48   64.17   62.43  
  0.00    0.13    0.03    0.02    0.00    0.02    0.20    0.58    0.20    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.38   50.43   54.46   53.75   51.98   44.48   44.20   66.69   80.38   79.10   88.84   97.88   98.30   95.82   91.52   87.08   84.14   80.97   79.79   73.13   48.05   33.53   34.78   54.29   67.66  
 68.17   67.81   67.77   70.71   66.20   73.35   86.78   98.33   99.91   98.84   97.69   96.60   95.07   92.99   90.56   88.01   85.46   82.72   79.53   76.18   73.00   70.43   67.99   65.11   61.87  
  0.00    0.08    0.19    0.36    0.32    0.14    0.03    0.04    0.21    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.82   49.62   53.02   50.82   51.93   44.33   47.12   66.16   72.97   72.61   78.56   91.85   97.96   98.50   94.17   89.94   88.55   86.40   78.23   71.23   45.83   34.12   44.24   62.89   65.98  
 71.99   83.81   98.18   98.03   95.05   90.91   86.68   86.86   92.61   90.02   90.75   91.94   91.21   90.17   88.82   85.29   81.65   77.16   64.67   61.79   67.41   65.34   64.58   63.56   61.03  
  0.00    0.01    0.00    0.00    0.00    0.01    0.06    0.03    0.04    0.03    0.03    0.06    0.09    0.11    0.09    0.05    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.45   50.22   52.74   47.51   47.07   43.99   46.49   59.98   65.49   70.52   67.77   75.76   78.96   88.10   95.93   94.37   94.05   88.54   78.81   66.82   59.29   70.43   67.98   64.22   62.09  
 71.66   83.16   98.46   97.59   94.63   96.09   96.83   98.78   99.87   96.88   95.34   93.94   92.94   91.76   89.99   87.53   85.16   82.74   80.09   77.06   73.03   69.38   68.23   65.71   64.16  
  0.00    0.02    0.02    0.01    0.05    0.29    0.46    0.19    0.04    0.02    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.89   55.65   58.93   62.48   59.56   50.64   57.62   86.70   87.32   88.09   98.14   98.96   97.54   95.25   91.31   85.80   81.20   75.81   70.70   57.47   32.58   44.72   56.33   61.95   63.41  
 57.02   62.78   74.57   89.63   98.53   99.24   99.86   99.82   98.21   96.61   94.36   91.35   88.97   86.38   82.93   79.20   76.52   73.69   70.56   67.86   66.50   65.49   64.13   63.07   61.49  
  0.00    0.04    0.05    0.10    0.17    0.24    0.30    0.34    0.40    0.21    0.07    0.03    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.42   48.32   49.69   47.50   44.18   41.80   37.12   49.73   57.84   67.62   67.24   67.76   68.19   66.55   79.49   92.62   87.44   80.96   81.21   74.39   41.85   32.48   58.23   58.17   67.13  
 66.09   74.37   77.38   83.06   85.70   92.94   98.12   99.79   99.92   99.30   97.39   95.13   92.67   90.07   87.49   85.12   83.05   81.14   79.17   76.65   73.81   71.42   69.09   65.85   62.79  
  0.00    0.01    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.35   51.52   56.18   56.56   54.39   47.02   48.03   77.36   86.16   80.70   96.26   98.93   97.09   93.33   88.68   84.57   82.47   80.98   80.27   71.62   48.99   32.83   37.47   64.41   65.36  
 69.14   69.32   84.84   80.86   81.70   84.20   93.21   99.28   98.76   99.18   99.85   99.87   99.73   98.72   95.68   90.83   85.05   80.15   78.01   76.44   73.51   70.32   69.01   66.35   64.49  
  0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.02    0.15    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 70.85   71.53   85.82   90.70   92.72   83.54   81.53   92.50   84.00   81.94   88.29   92.71   91.59   89.12   88.50   87.19   84.54   82.13   78.96   76.02   72.99   70.33   68.21   67.09   63.67  
 44.77   49.69   55.81   75.25   89.43   98.44   99.92   99.95   99.77   98.38   96.15   95.86   95.89   95.45   95.51   95.39   87.45   76.43   67.62   62.27   60.99   60.51   61.09   62.48   61.89  
  0.00    0.02    0.02    0.06    0.27    0.42    0.41    0.20    0.09    0.05    0.03    0.01    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.68   51.70   56.03   54.42   50.95   42.88   41.71   62.86   78.61   80.01   85.91   96.14   96.98   95.38   92.62   89.82   87.10   85.08   80.52   71.55   44.76   40.04   49.86   53.61   66.19  
 40.12   45.06   48.84   60.56   80.28   95.69   94.95   85.16   87.25   91.14   94.29   95.13   94.98   93.71   93.91   91.38   85.78   78.98   73.36   71.49   70.89   68.82   66.26   64.99   63.28  
  0.00    0.05    0.04    0.10    0.14    0.28    0.42    0.42    0.18    0.02    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.92   53.23   57.32   55.95   51.27   43.12   40.95   68.46   83.51   83.44   91.06   96.57   96.04   94.34   91.96   90.00   87.88   84.74   79.28   66.65   43.16   38.47   44.41   52.88   65.44  
 64.72   73.66   81.85   88.62   93.75   98.30   99.33   99.79   99.92   99.33   97.91   95.25   92.55   89.90   87.34   84.93   82.55   80.23   77.98   75.49   72.58   69.60   65.88   63.01   62.72  
  0.00    0.02    0.00    0.00    0.01    0.03    0.14    0.39    0.54    0.15    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.29   49.26   52.77   51.70   50.70   43.98   40.91   58.32   70.09   76.55   75.33   88.08   93.05   94.24   93.85   91.77   88.61   85.51   82.49   77.22   69.17   71.94   69.25   66.32   64.50  
 42.52   44.52   50.12   63.81   77.31   94.42   99.45   95.57   97.86   99.33   99.20   98.38   97.75   98.08   98.51   96.98   93.11   86.48   79.95   75.61   72.02   68.10   66.89   64.68   63.54  
  0.00    0.02    0.00    0.00    0.01    0.03    0.14    0.16    0.07    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.83   61.42   58.90   60.26   57.97   54.28   68.48   82.24   82.14   84.87   96.23   97.54   96.80   94.94   91.98   87.16   80.22   69.04   44.06   37.15   41.53   57.41   64.67   62.56   64.89  
 48.92   53.13   62.39   80.55   95.28   99.13   99.80   99.69   99.12   98.18   95.93   94.45   92.19   89.03   87.24   87.19   88.74   88.48   84.12   75.82   69.70   66.87   64.36   62.53   60.13  
  0.00    0.21    0.06    0.01    0.00    0.01    0.07    0.07    0.05    0.02    0.03    0.03    0.03    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.40   49.22   52.76   51.79   50.93   43.87   41.54   59.10   71.40   76.46   76.81   90.01   93.62   94.65   94.07   91.61   88.28   84.78   81.90   76.78   67.38   67.54   68.22   66.98   65.58  
 58.61   65.04   75.65   89.40   98.95   99.61   99.89   99.69   99.53   99.43   99.45   99.45   99.17   98.60   97.86   95.32   91.26   85.81   79.86   75.43   72.78   70.83   68.59   66.58   64.77  
  0.00    0.03    0.00    0.00    0.00    0.11    0.08    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.49   53.38   55.00   50.69   52.82   46.09   52.54   69.83   72.07   70.26   76.60   91.39   98.50   99.26   94.38   90.84   90.35   86.10   72.00   56.02   30.91   29.66   46.06   50.84   59.19  
 63.59   68.70   74.93   80.23   78.23   77.84   88.99   99.50   99.21   99.18   98.40   96.26   93.56   90.94   88.91   86.60   84.09   81.77   79.58   77.38   74.51   72.09   69.21   65.65   63.90  
  0.00    0.01    0.03    0.23    0.14    0.53    0.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.28   66.06   76.98   89.62   89.73   78.66   80.46   80.39   55.50   59.59   76.38   87.32   91.01   90.96   88.53   85.91   85.37   84.82   81.45   75.28   71.57   68.75   66.75   66.49   65.50  
 69.29   74.84   79.57   84.10   87.60   90.36   94.92   99.59   99.82   98.71   97.92   96.63   95.05   93.29   91.34   89.08   86.59   84.03   81.18   78.02   74.87   72.08   69.01   66.12   64.41  
  0.00    0.02    0.02    0.01    0.01    0.07    0.16    0.21    0.29    0.06    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 51.66   51.40   59.06   74.36   82.37   92.24   98.61   99.18   93.19   83.15   76.78   69.82   73.21   77.72   84.55   85.84   85.57   84.97   80.18   74.65   71.08   67.62   66.54   65.55   62.76  
 60.39   67.31   73.50   81.75   88.65   91.15   97.82   99.68   99.73   99.82   98.90   97.06   95.00   92.61   89.42   85.58   82.25   79.41   77.11   75.40   72.88   70.22   67.61   63.07   61.85  
  0.00    0.01    0.00    0.00    0.00    0.00    0.01    0.31    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 33.25   39.44   41.70   37.65   40.30   68.11   87.82   75.47   66.88   73.60   84.44   88.71   92.77   92.95   88.55   84.02   81.34   79.82   77.47   69.93   66.96   66.14   64.22   64.86   63.81  
 68.50   59.77   55.99   50.71   57.65   52.47   57.22   70.30   71.19   67.84   72.35   86.61   96.28   98.96   95.94   93.09   90.93   79.09   63.99   46.17   17.81   24.89   41.56   41.55   49.94  
  0.00    0.00    0.00    0.00    0.00    0.01    0.01    0.14    0.14    0.03    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.21   59.36   60.51   63.32   57.78   50.59   63.73   88.16   87.07   91.76   98.09   99.07   98.31   96.38   93.31   89.07   83.30   74.45   60.76   50.45   52.00   67.26   66.48   62.63   63.94  
 65.92   75.32   90.25   98.17   98.42   98.47   98.41   97.76   97.58   92.21   86.01   81.14   77.88   75.32   72.79   71.36   72.75   73.90   73.25   72.19   70.40   68.25   67.19   65.60   64.78  
  0.00    0.24    0.38    0.37    0.21    0.13    0.19    0.21    0.23    0.15    0.05    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.81   52.17   56.77   55.51   51.17   42.88   44.87   73.55   85.79   83.69   96.23   99.76   97.58   94.16   91.57   89.06   85.65   82.11   78.66   69.30   49.11   34.02   31.41   49.12   66.98  
 59.58   67.05   74.69   85.47   96.73   99.38   99.96   99.91   99.85   99.81   99.31   97.95   96.35   94.28   91.67   88.75   85.35   81.59   78.09   75.12   72.65   70.55   68.39   65.80   62.77  
  0.00    0.01    0.00    0.01    0.03    0.09    0.21    0.20    0.07    0.12    0.25    0.22    0.10    0.07    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.71   66.07   66.24   70.44   64.04   60.70   74.59   94.24   99.89   98.87   99.00   96.71   94.08   91.87   89.61   88.12   85.73   82.46   79.63   76.51   70.65   59.50   51.60   54.06   61.48  
 72.07   81.70   94.61   89.29   89.78   91.67   94.73   99.00   99.90   99.18   98.73   98.46   98.11   96.94   94.35   91.59   88.68   85.35   81.26   77.14   73.83   70.61   69.25   66.71   65.45  
  0.00    0.04    0.01    0.01    0.01    0.01    0.01    0.02    0.27    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.55   51.69   53.71   47.89   49.61   45.37   49.01   62.85   67.37   70.34   69.14   79.06   85.72   94.52   97.11   95.33   94.30   87.84   76.23   73.20   71.23   64.55   59.08   61.08   63.22  
 58.07   64.07   76.07   80.08   93.44   99.96   99.80   99.98  100.00   99.99  100.00  100.00  100.00   94.73   85.34   79.17   73.70   71.44   75.36   72.13   66.82   64.01   53.77   56.98   61.62  
  0.01    0.27    0.43    0.58    0.64    0.80    0.87    0.78    0.65    0.37    0.12    0.02    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 69.03   59.54   57.62   59.45   57.55   51.90   65.27   78.73   76.18   74.19   88.43   97.31   96.47   93.84   91.53   88.72   83.11   77.99   72.43   49.11   27.94   46.47   57.65   65.03   64.14  
 44.79   47.41   53.40   67.81   82.47   93.44   96.69   92.74   94.90   96.50   96.61   96.05   96.19   96.89   97.70   98.36   97.91   95.70   91.01   81.99   73.97   70.67   67.88   65.81   65.97  
  0.00    0.13    0.38    0.12    0.29    0.34    0.00    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.19   47.73   50.96   48.94   50.42   43.88   43.00   60.94   69.09   73.48   73.94   86.93   92.37   94.70   93.99   91.17   88.58   87.10   83.50   77.41   70.32   72.72   63.33   64.10   64.58  
 40.10   44.39   46.36   60.36   78.71   94.49   98.34   90.45   91.35   92.97   94.54   95.80   94.31   91.00   89.33   90.53   92.12   90.55   84.20   77.16   72.38   69.01   66.87   64.49   62.95  
  0.01    0.34    0.47    0.05    0.01    0.01    0.03    0.03    0.14    0.04    0.02    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.56   68.59   66.97   72.50   66.83   57.57   64.61   94.66   95.57   97.35   98.39   97.25   94.38   91.97   91.58   90.16   83.70   77.44   75.39   70.75   50.98   47.79   56.20   61.19   63.60  
 57.62   63.21   75.56   89.73   95.73   95.47   97.89   96.87   88.80   80.56   77.68   79.22   81.98   84.74   86.45   88.31   90.06   88.46   82.27   77.39   72.66   70.47   68.65   67.00   65.57  
  0.00    0.00    0.00    0.00    0.00    0.02    0.10    0.03    0.03    0.03    0.04    0.15    0.32    0.39    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 65.36   67.15   65.22   76.77   83.29   81.62   83.29   84.94   61.47   35.66   43.58   64.75   85.94   90.67   89.91   87.47   85.22   83.50   81.08   78.38   74.62   71.14   68.84   68.63   65.80  
 53.17   58.42   70.16   83.93   97.07   98.72   99.71   99.89   99.59   99.59   99.74   99.78   99.67   98.87   96.27   92.76   86.08   79.40   74.01   71.78   70.11   68.42   66.24   64.53   62.44  
  0.00    0.01    0.00    0.00    0.00    0.01    0.05    0.15    0.28    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.07   62.98   64.35   67.82   61.46   51.26   57.66   98.10   95.73   94.97   99.98   92.34   90.42   87.92   89.35   85.12   77.17   77.41   78.80   69.85   30.86   23.73   35.92   53.03   43.88  
 68.50   71.53   71.76   73.41   78.31   88.75   93.67   99.02   99.95   98.56   97.89   96.76   95.28   93.57   91.54   89.20   86.55   83.74   80.61   77.49   74.50   71.73   69.51   67.30   64.09  
  0.00    0.02    0.00    0.02    0.01    0.03    0.25    0.14    0.04    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.54   57.72   60.78   62.54   57.35   49.66   55.76   97.42   92.60   92.39   99.92   97.20   91.08   93.33   92.18   83.93   79.62   79.26   79.54   71.98   35.55   24.10   36.67   43.68   56.41  
 65.26   70.30   70.83   77.06   72.64   66.91   77.86   98.79   99.92   99.47   97.96   95.97   94.14   92.29   90.03   87.73   86.10   84.37   81.41   78.06   74.51   71.63   67.89   64.23   62.52  
  0.00    0.01    0.01    0.03    0.05    0.13    0.23    0.33    0.46    0.52    0.36    0.16    0.07    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.00   55.78   60.01   59.91   54.70   44.89   57.28   97.41   94.68   95.79  100.00   99.15   93.59   92.67   90.71   86.19   82.11   77.65   70.79   66.29   39.21   26.07   31.10   43.12   57.59  
 72.00   77.35   89.41   89.90   85.48   78.13   83.07   96.24   98.09   96.79   98.56   98.57   98.18   97.14   96.06   94.29   91.69   87.90   83.32   78.14   73.79   70.57   69.54   66.75   65.33  
  0.00    0.18    0.29    0.36    0.06    0.01    0.02    0.01    0.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 73.54   79.01   90.27   88.98   94.66   99.54   92.21   75.72   88.98   96.23   99.91   99.98  100.00   99.95   86.37   68.70   64.05   55.63   51.43   55.05   50.71   48.44   53.43   52.77   48.10  
 41.47   45.23   49.29   64.46   81.89   96.87   98.87   97.66   98.53   99.18   99.11   98.65   98.02   97.67   97.22   95.21   91.59   87.09   80.72   70.46   56.46   56.32   61.25   62.26   62.17  
  0.00    0.19    0.26    0.27    0.26    0.29    0.31    0.22    0.15    0.04    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.02   48.05   49.94   47.37   45.81   42.05   38.60   53.02   61.78   70.45   67.63   71.77   73.38   77.65   90.56   93.15   89.44   86.81   82.96   73.56   43.26   48.90   63.98   62.20   68.16  
 58.22   65.80   73.50   78.12   90.07   95.53   99.57   99.96   99.88   99.63   99.50   99.33   98.43   94.89   88.15   80.29   73.67   72.19   71.48   69.21   68.05   67.77   65.56   59.38   60.91  
  0.00    0.01    0.00    0.00    0.00    0.00    0.01    0.06    0.20    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
